สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน(รอบ1),ผ่าน(รอบ2),คะแนนต่ำสุด,คะแนนสูงสุด,คะแนนต่ำสุด หลังประมวลผลรอบ 2,คะแนนสูงสุด หลังประมวลผลรอบ 2
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710102702009A,คณะครุศาสตร์,ค.บ.ภาษาอังกฤษ,,ภาษาอังกฤษ,0,13,97,13,13,76.7375,83.7125,75.9875,83.7125
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710102702412A,คณะครุศาสตร์,ค.บ.วิทยาศาสตร์ทั่วไป,,วิทยาศาสตร์ทั่วไป,0,10,27,6,4,47.8600,62.3866,56.0666,62.3866
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710102702711A,คณะครุศาสตร์,ค.บ.สังคมศึกษา,,สังคมศึกษา,0,10,143,10,10,74.4250,81.3500,73.1000,79.6500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710102702810A,คณะครุศาสตร์,ค.บ.พลศึกษา,,พลศึกษา,0,5,114,5,5,73.5500,77.3875,73.5500,77.3875
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103620126A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.การจัดการการท่องเที่ยวและการบริการ,,การจัดการการท่องเที่ยวและการบริการ,0,15,47,14,10,0.0000,94.0000,0.0000,92.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103620167A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.ธุรกิจโรงแรมและที่พัก,,ธุรกิจโรงแรมและที่พัก,0,15,25,5,5,58.2500,91.7500,58.2500,91.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103701787A,คณะมนุษยศาสตร์และสังคมศาสตร์,ค.บ.ภาษาอังกฤษและบรรณารักษ์ศึกษา,,ภาษาอังกฤษและบรรณารักษ์ศึกษา,0,40,9,4,2,62.2500,73.9750,62.2500,70.8500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103702075A,คณะมนุษยศาสตร์และสังคมศาสตร์,ค.บ.ภาษาไทย,,ภาษาไทย,0,5,70,6,5,75.0250,81.6000,75.0250,81.6000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103800230A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศป.บ.ดนตรี,,ดนตรี,0,5,19,4,3,0.0000,70.0000,60.2500,70.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103800328A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศป.บ.ทัศนศิลป์,,ทัศนศิลป์,0,10,15,4,3,0.0000,88.0000,0.0000,88.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103800429A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศป.บ.นาฏศิลป์และการละคร,,นาฏศิลป์และการละคร,0,20,12,4,3,0.0000,95.0000,0.0000,95.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103900227A,คณะมนุษยศาสตร์และสังคมศาสตร์,รป.บ.การปกครองท้องถิ่น,,การปกครองท้องถิ่น,0,50,53,19,18,0.0000,95.2500,0.0000,95.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103900281A,คณะมนุษยศาสตร์และสังคมศาสตร์,ร.บ.การเมืองการปกครอง,,การเมืองการปกครอง,0,50,35,16,11,0.0000,93.2500,0.0000,93.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103902019A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.ภาษาไทย,,ภาษาไทย,0,30,69,30,29,74.5000,98.0000,0.0000,98.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103902520A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.ภาษาอังกฤษ,,ภาษาอังกฤษ,0,70,84,44,36,50.5000,97.7500,50.5000,97.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103902522A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.ภาษาอังกฤษธุรกิจ,,ภาษาอังกฤษธุรกิจ,0,20,46,9,5,52.0000,98.2500,52.0000,98.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103903164A,คณะมนุษยศาสตร์และสังคมศาสตร์,รป.บ.รัฐประศาสนศาสตร์,,รัฐประศาสนศาสตร์,0,70,61,35,26,0.0000,98.5000,0.0000,98.5000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710103903525A,คณะมนุษยศาสตร์และสังคมศาสตร์,ศศ.บ.การพัฒนาชุมชน,,การพัฒนาชุมชน,0,15,24,6,5,0.0000,79.0000,42.5000,79.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610235A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การจัดการธุรกิจดิจิทัล,,การจัดการธุรกิจดิจิทัล,0,10,29,12,7,0.0000,82.5000,0.0000,82.5000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610236A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การจัดการทั่วไป,,การจัดการทั่วไป,0,20,54,22,20,0.0000,93.5000,0.0000,86.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610237A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การจัดการธุรกิจระหว่างประเทศ,,การจัดการธุรกิจระหว่างประเทศ,0,25,26,8,7,0.0000,98.5000,0.0000,91.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610271A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การจัดการการค้าและการเป็นผู้ประกอบการ,,การจัดการการค้าและการเป็นผู้ประกอบการ,0,35,20,9,6,0.0000,92.5000,0.0000,92.5000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610532A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การบัญชี,,การบัญชี,0,35,56,23,22,0.0000,95.7500,0.0000,95.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610538A,คณะบริหารธุรกิจและการจัดการ,บช.บ.หลักสูตรบัญชีบัณฑิต,,หลักสูตรบัญชีบัณฑิต,0,5,47,5,5,91.0000,99.2500,91.0000,99.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610586A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การบัญชี (ต่อเนื่อง),,การบัญชี (ต่อเนื่อง),0,45,13,7,6,65.5000,97.5000,65.5000,97.5000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610633A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การตลาด,,การตลาด,0,10,44,10,10,66.5000,93.7500,56.0000,93.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104610980A,คณะบริหารธุรกิจและการจัดการ,บธ.บ.การจัดการข้อมูลธุรกิจ,,การจัดการข้อมูลธุรกิจ,0,5,,,,,,,
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710104901131A,คณะบริหารธุรกิจและการจัดการ,ศศ.บ.นิเทศศาสตร์,,นิเทศศาสตร์,0,15,43,15,15,59.5000,89.2500,0.0000,89.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105210262A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.การจัดการโลจิสติกส์,,การจัดการโลจิสติกส์,0,5,59,5,5,81.0000,87.0000,74.2500,85.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105211584A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีไฟฟ้า,,เทคโนโลยีไฟฟ้า,0,20,9,4,3,66.2500,81.0000,70.5000,81.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105211783A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีโยธาและสถาปัตยกรรม,,เทคโนโลยีโยธาและสถาปัตยกรรม,0,15,20,8,7,0.0000,84.0000,0.0000,82.5000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105212085A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ. เทคโนโลยีอิเล็กทรอนิกส์และออโตเมชัน,,เทคโนโลยีอิเล็กทรอนิกส์และออโตเมชัน,0,10,3,0,0,0.0000,0.0000,0.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105212141A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีคอมพิวเตอร์,,เทคโนโลยีคอมพิวเตอร์,0,15,13,5,3,64.5000,74.7500,64.5000,70.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105212169A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.การจัดการอุตสาหกรรมและนวัตกรรม CWIE,,การจัดการอุตสาหกรรมและนวัตกรรม CWIE,0,20,2,2,1,72.7500,79.7500,79.7500,79.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105220140A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีสารสนเทศ,,เทคโนโลยีสารสนเทศ,0,15,12,4,2,50.7500,86.0000,75.7500,86.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105300542A,คณะเทคโนโลยีอุตสาหกรรม,วศ.บ.วิศวกรรมเครือข่ายคอมพิวเตอร์,,วิศวกรรมเครือข่ายคอมพิวเตอร์,0,15,23,4,1,0.0000,80.5000,74.2500,74.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710105400265A,คณะเทคโนโลยีอุตสาหกรรม,วท.บ.เทคโนโลยีการออกแบบผลิตภัณฑ์,,เทคโนโลยีการออกแบบผลิตภัณฑ์,0,20,5,1,0,42.7500,42.7500,0.0000,0.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106111846A,คณะเกษตรศาสตร์,วท.บ.เทคโนโลยีอาหาร,,เทคโนโลยีอาหาร,0,15,19,3,2,60.5000,75.7500,60.5000,71.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106111849A,คณะเกษตรศาสตร์,วท.บ.ธุรกิจอาหารและโภชนาการ,,ธุรกิจอาหารและโภชนาการ,0,20,25,5,1,55.5000,74.0000,57.7500,57.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106213248A,คณะเกษตรศาสตร์,วท.บ.สัตวศาสตร์,,สัตวศาสตร์,0,10,56,10,10,85.7500,96.7500,79.2500,96.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710106500147A,คณะเกษตรศาสตร์,วท.บ.เกษตรศาสตร์,,เกษตรศาสตร์,0,15,20,8,8,40.5000,93.7500,40.5000,93.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710107901050A,คณะนิติศาสตร์,น.บ.หลักสูตรนิติศาสตรบัณฑิต,,หลักสูตรนิติศาสตรบัณฑิต,0,20,83,20,20,67.7500,88.0000,52.2500,88.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710108110752A,คณะแพทย์แผนไทยและแพทย์ทางเลือก,พท.บ.การแพทย์แผนไทย,,การแพทย์แผนไทย,0,10,84,10,10,93.0000,97.0000,91.5000,97.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710108111160A,คณะแพทย์แผนไทยและแพทย์ทางเลือก,วท.บ.วิทยาศาสตร์ความงามและสุขภาพ,,วิทยาศาสตร์ความงามและสุขภาพ,0,15,76,16,14,84.5000,98.2500,69.0000,98.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710109112753A,คณะสาธารณสุขศาสตร์,ส.บ.สาธารณสุขชุมชน,,สาธารณสุขชุมชน,0,5,272,6,5,97.5000,99.0000,97.5000,99.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710109112754A,คณะสาธารณสุขศาสตร์,วท.บ.อาชีวอนามัยและความปลอดภัย,,อาชีวอนามัยและความปลอดภัย,0,5,163,6,6,96.7500,97.7500,96.7500,97.7500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710110111755A,คณะพยาบาลศาสตร์,พย.บ.พยาบาลศาสตร์,,พยาบาลศาสตร์,0,20,,,,,,,
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710111211657A,คณะวิทยาการคอมพิวเตอร์,วท.บ.เทคโนโลยีมัลติมีเดียและแอนิเมชัน,,เทคโนโลยีมัลติมีเดียและแอนิเมชัน,0,10,39,10,10,53.5000,98.0000,53.5000,98.0000
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710111220256A,คณะวิทยาการคอมพิวเตอร์,วท.บ.วิทยาการคอมพิวเตอร์,,วิทยาการคอมพิวเตอร์,0,20,37,13,13,0.0000,92.2500,0.0000,92.2500
มหาวิทยาลัยราชภัฏอุบลราชธานี,วิทยาเขตหลัก,21710111220458A,คณะวิทยาการคอมพิวเตอร์,วท.บ.วิศวกรรมซอฟต์แวร์,,วิศวกรรมซอฟต์แวร์,0,20,25,3,2,57.5000,75.5000,57.5000,75.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700201A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการประถมศึกษา,,,0,8,396,5,8,77.0166,78.1749,74.2831,78.1749
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700401A,คณะครุศาสตร์,"หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการวัดและประเมินทางการศึกษา, การสอนคณิตศาสตร์ (เอกคู่)",,,0,30,70,30,26,57.1164,79.7749,52.7416,79.7749
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101700601A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาการศึกษาปฐมวัย,,,0,25,470,25,25,73.3916,83.8332,73.0414,83.8332
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101701201A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาจิตวิทยาและการแนะแนว,,,0,12,159,12,12,68.4358,73.7858,68.0358,73.7858
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101701501A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาเทคโนโลยีดิจิทัลเพื่อการศึกษา,,,0,15,65,16,15,78.2500,95.5000,69.5000,90.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740101702401A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทั่วไป,,,0,43,119,43,43,55.8318,71.1666,51.6514,71.1666
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102702001A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาไทย,,,0,60,163,60,60,64.5665,76.3499,62.9249,76.3499
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102702002A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,,0,45,193,45,45,73.8360,83.9000,73.2722,83.9000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102702501A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชานาฏยศิลป์ศึกษา,,,0,20,47,15,11,50.5000,86.2500,50.5000,86.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102702701A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรครุศาสตรบัณฑิต สาขาวิชาสังคมศึกษา,,,0,40,111,40,40,55.9830,73.3750,53.8690,71.1025
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102800101A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชาครีเอทีฟกราฟิก,,,0,60,94,27,25,0.0000,95.2500,0.0000,95.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102800401A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปกรรมศาสตรบัณฑิต สาขาวิชานาฏยศาสตร์และการแสดง,,,0,30,20,5,1,74.2500,95.5000,82.5000,82.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102901001A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรนิติศาสตรบัณฑิต สาขาวิชานิติศาสตร์,,,0,100,180,85,70,0.0000,100.0000,31.2500,100.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102901801A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาจีน,,,0,60,142,50,37,58.0000,98.5000,58.0000,98.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102902001A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาไทย,,,0,80,124,52,47,51.7500,94.5000,51.7500,94.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102902501A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาอังกฤษ,,,0,80,208,69,60,63.2500,98.0000,63.2500,98.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102902801A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาและวัฒนธรรมเอเชียตะวันออก (แขนงวิชาภาษาและวัฒนธรรมเกาหลี),,,0,20,77,20,20,73.7581,86.8915,72.1833,86.8915
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102902802A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาภาษาและวัฒนธรรมเอเชียตะวันออก (แขนงวิชาภาษาและวัฒนธรรมญี่ปุ่น),,,0,15,46,15,14,61.2500,84.7665,51.6250,84.7665
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102903101A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรรัฐประศาสนศาสตรบัณฑิต สาขาวิชารัฐประศาสนศาสตร์,,,0,100,115,32,27,50.0000,99.7500,50.0000,99.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740102903501A,คณะมนุษยศาสตร์และสังคมศาสตร์,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชาสังคมศาสตร์เพื่อการพัฒนา,,,0,80,85,15,14,42.7500,90.7500,42.7500,90.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610301E,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจระหว่างประเทศ (หลักสูตรนานาชาติ),,,0,60,25,4,3,0.0000,89.5000,0.0000,89.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610401A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการธุรกิจและทรัพยากรมนุษย์,,,0,80,79,14,12,59.0000,97.5000,59.0000,97.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610501A,คณะวิทยาการจัดการ,หลักสูตรบัญชีบัณฑิต สาขาวิชาการบัญชี,,,0,80,202,68,51,47.2500,98.5000,47.2500,98.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610601A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการตลาดดิจิทัลเชิงสร้างสรรค์,,,0,60,128,35,25,48.7500,98.2500,48.7500,98.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610701A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาธุรกิจดิจิทัล,,,0,80,61,10,4,0.0000,87.2500,0.0000,87.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103610801A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการเป็นผู้ประกอบการ,,,0,60,100,27,22,55.5000,98.7500,55.5000,98.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103611001A,คณะวิทยาการจัดการ,หลักสูตรบริหารธุรกิจบัณฑิต สาขาวิชาการจัดการโลจิสติกส์และโซ่อุปทาน,,,0,50,147,41,34,55.5000,95.2500,55.5000,95.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103611101A,คณะวิทยาการจัดการ,หลักสูตรเศรษฐศาสตรบัณฑิต สาขาวิชานวัตกรรมทางเศรษฐกิจ การเงินและการลงทุน,,,0,50,57,12,9,55.7500,95.7500,58.5000,95.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103620101A,คณะวิทยาการจัดการ,หลักสูตรศิลปศาสตรบัณฑิต สาขาวิชานวัตกรรมการท่องเที่ยว,,,0,60,88,24,23,50.5000,99.0000,50.5000,99.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103900401A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาการสื่อสารดิจิทัลคอนเทนต์,,,0,60,75,20,15,0.0000,97.7500,0.0000,97.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103901101A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาการสื่อสารการตลาดและธุรกิจบันเทิง,,,0,60,160,49,43,0.0000,97.5000,42.5000,97.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103901601A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาภาพยนตร์,,,0,80,237,80,71,56.7500,98.0000,51.2500,98.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740103903801A,คณะวิทยาการจัดการ,หลักสูตรนิเทศศาสตรบัณฑิต สาขาวิชาบรอดคาสติงและสื่อสตรีมมิง,,,0,80,80,16,16,63.2500,86.0000,63.2500,86.0000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104110701A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรการแพทย์แผนไทยบัณฑิต สาขาวิชาการแพทย์แผนไทย,,,0,25,123,25,25,89.5000,98.2500,87.7500,96.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104111101A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการธุรกิจสุขภาพและความงาม,,,0,25,63,15,11,49.9332,82.1165,49.9332,82.1165
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104111102A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสุขภาพ,,,0,25,42,10,8,74.5000,89.5000,74.5000,89.5000
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104111301A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคนิคการแพทย์,,,0,30,492,30,30,38.1388,44.7079,37.4232,44.7079
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112101A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์การแพทย์,,,0,60,240,60,60,67.2498,81.1498,65.9248,81.1498
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112102A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสมุนไพรและกัญชาศาสตร์,,,0,50,23,5,4,55.0000,90.0000,55.0000,83.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112201A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยาการแพทย์,,,0,30,184,31,30,85.2500,98.7500,84.5000,98.7500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112701A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาอาชีวอนามัยและความปลอดภัย,,,0,40,177,40,40,81.5000,98.2500,80.7500,98.2500
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิทยาเขตหลัก,21740104112702A,คณะวิทยาศาสตร์และเทคโนโลยี,หลักสูตรสาธารณสุขศาสตรบัณฑิต สาขาวิชาสาธารณสุขศาสตร์,,,0,25,106,25,25,59.2609,71.2802,58.1192,71.2802
