สถาบัน,วิทยาเขต,รหัสหลักสูตร,คณะ,หลักสูตร,รายละเอียด,สาขา/วิชาเอก,รหัสรับร่วม,รับ,สมัคร,ผ่าน(รอบ1),ผ่าน(รอบ2),คะแนนต่ำสุด,คะแนนสูงสุด,คะแนนต่ำสุด หลังประมวลผลรอบ 2,คะแนนสูงสุด หลังประมวลผลรอบ 2
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300001A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,,,0,380,"1,119",380,381,53.9610,83.5332,53.6832,83.5332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,,,0,65,579,65,65,72.4888,90.4218,72.2942,90.4218
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121300599A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,,,0,140,591,140,140,58.6944,78.8053,58.0222,78.8053
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121301101A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,,,0,25,167,25,25,49.1275,53.4721,49.1275,53.4721
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302101A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,,,0,10,118,10,10,58.5664,64.3274,58.5664,64.3274
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,,,0,35,101,11,10,51.1498,53.6999,51.1498,53.6222
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302701A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,,,0,40,238,40,40,51.1996,57.0996,50.9554,57.0996
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121302801A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,,,0,25,170,25,25,51.6610,69.6887,51.4386,69.6887
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303001A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,,,0,25,33,4,3,51.3331,53.3720,51.4831,53.3720
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010121303501A,คณะวิศวกรรมศาสตร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,,,0,5,92,5,5,68.6332,78.5108,68.6332,78.5108
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาสารสนเทศศึกษา,สารสนเทศศึกษา,0,10,780,10,10,65.6250,71.7500,65.5000,71.7500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศ,ภูมิศาสตร์และภูมิสารสนเทศ,0,15,548,15,15,63.6250,67.5625,62.4375,67.1875
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,อักษรศาสตร์,0,25,"1,357",25,25,69.1250,80.2500,68.9375,80.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาบาลี,อักษรศาสตร์,2231,211,82,3,3,71.8750,74.2500,71.8750,74.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,อักษรศาสตร์,2231,211,148,13,13,72.0000,78.6250,72.0000,78.6250
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาสเปน,อักษรศาสตร์,2231,211,156,11,10,71.7500,80.6875,71.7500,80.6875
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,อักษรศาสตร์,2231,211,404,51,51,71.0000,82.5000,70.8750,82.5000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาเกาหลี,อักษรศาสตร์,2231,211,704,24,23,71.2500,79.8750,71.2500,79.8750
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,อักษรศาสตร์,2231,211,772,82,82,71.0000,85.2500,70.8750,85.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010122904301A,คณะอักษรศาสตร์,หลักสูตรอักษรศาสตรบัณฑิต,สาขาวิชาอักษรศาสตร์ เลือกสอบวิชาภาษาจีน,อักษรศาสตร์,2231,211,985,28,30,71.1875,81.7500,70.8750,81.7500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210301A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาคณิตศาสตร์,,,0,25,353,25,25,57.7276,71.9332,57.4496,71.9332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210401A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมี,,,0,70,667,70,70,53.2440,63.0276,51.9496,63.0276
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210402A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเคมีวิศวกรรม,,เคมีวิศวกรรม,0,92,817,92,92,55.7664,65.1496,54.9382,65.1496
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาจุลชีววิทยา,,,0,32,420,32,32,53.5166,69.5882,53.0604,69.5882
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210601A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีวเคมี,,,0,53,423,53,53,51.9882,62.9216,51.6440,62.9216
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาชีววิทยา,,,0,40,422,40,40,53.9108,67.6772,52.4604,65.2160
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123210901A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางภาพและการพิมพ์,,,0,49,517,49,49,48.8328,62.4722,48.5440,62.4722
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123211001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีทางอาหาร,,เทคโนโลยีทางอาหาร,0,71,861,71,71,55.1110,71.9276,54.5444,71.9276
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212301A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาธรณีวิทยา,,,0,19,240,19,19,53.3108,62.4444,53.0882,62.4444
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพฤกษศาสตร์,,,0,54,470,55,54,46.1328,57.0830,45.2550,55.0722
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212601A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาพันธุศาสตร์,,,0,53,326,53,53,47.8828,61.8552,47.2110,61.8552
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212701A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาฟิสิกส์,,,0,40,367,40,40,54.2500,72.3660,52.6222,72.3660
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123212801A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวัสดุศาสตร์และเทคโนโลยี,,วัสดุศาสตร์และเทคโนโลยี,0,95,749,95,95,48.9774,61.9940,48.5054,61.9940
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213001A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์ทางทะเล,,,0,23,342,23,23,53.1272,66.8050,52.6774,66.8050
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213101A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาศาสตร์สิ่งแวดล้อม,,,0,72,578,72,73,49.6722,61.6774,49.2552,61.6774
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213201A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาสัตววิทยา,,,0,20,265,20,20,50.6996,62.1500,50.4438,62.1500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010123213501A,คณะวิทยาศาสตร์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาวิทยาการคอมพิวเตอร์,,,0,25,"1,015",25,25,67.0888,74.6832,66.8944,74.6832
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาสเปน,สังคมวิทยาและมานุษยวิทยา,2433,61,26,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเยอรมัน,สังคมวิทยาและมานุษยวิทยา,2433,61,37,2,1,72.7153,73.5415,73.5415,73.5415
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาสเปน,การปกครอง,2431,61,54,4,4,63.5500,68.5250,63.5500,68.5250
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาญี่ปุ่น,สังคมวิทยาและมานุษยวิทยา,2433,61,70,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาเยอรมัน,การปกครอง,2431,61,71,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาฝรั่งเศส,สังคมวิทยาและมานุษยวิทยา,2433,61,72,3,3,70.0625,72.4375,70.0625,72.4375
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาจีน,สังคมวิทยาและมานุษยวิทยา,2433,61,78,2,1,70.0000,71.1665,70.0000,70.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาเกาหลี,สังคมวิทยาและมานุษยวิทยา,2433,61,78,5,5,70.7778,74.0208,70.7778,74.0208
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาญี่ปุ่น,การปกครอง,2431,61,118,5,6,63.6888,83.4027,63.0222,83.4027
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาเกาหลี,การปกครอง,2431,61,124,13,11,64.8277,70.1833,64.8277,70.1833
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาจีน,การปกครอง,2431,61,137,4,4,63.2861,66.3583,63.2861,66.3583
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาภาษาฝรั่งเศส,การปกครอง,2431,61,152,7,7,63.3861,67.2444,63.3861,67.2444
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,สังคมวิทยาและมานุษยวิทยา,2433,61,208,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาการปกครอง เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,การปกครอง,2431,61,"1,212",28,29,63.2916,70.2083,62.8444,70.2083
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาสังคมวิทยาและมานุษยวิทยา เลือกสอบวิชาภาษาไทย,สังคมวิทยาและมานุษยวิทยา,2433,61,"1,981",49,51,69.7915,75.9443,69.4513,75.9443
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเยอรมัน,รัฐประศาสนศาสตร์,2434,66,39,3,2,67.2610,71.2472,67.3110,71.2472
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาสเปน,ความสัมพันธ์ระหว่างประเทศ,2432,66,39,3,3,73.4250,78.4776,73.4250,78.4776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาสเปน,รัฐประศาสนศาสตร์,2434,66,41,5,5,63.3082,66.9722,63.3082,66.9722
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาเยอรมัน,ความสัมพันธ์ระหว่างประเทศ,2432,66,66,4,4,77.8082,85.6500,77.8082,85.6500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาญี่ปุ่น,รัฐประศาสนศาสตร์,2434,66,86,8,10,63.2526,70.0944,63.0082,70.0944
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาเกาหลี,รัฐประศาสนศาสตร์,2434,66,93,4,3,63.9944,67.0360,63.9944,65.4722
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาจีน,รัฐประศาสนศาสตร์,2434,66,105,6,5,63.3276,66.9776,63.3276,66.9776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาภาษาฝรั่งเศส,รัฐประศาสนศาสตร์,2434,66,115,4,5,63.4944,65.3582,63.0110,65.3582
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาญี่ปุ่น,ความสัมพันธ์ระหว่างประเทศ,2432,66,116,2,2,78.9888,85.5416,78.9888,85.5416
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาเกาหลี,ความสัมพันธ์ระหว่างประเทศ,2432,66,118,1,1,75.6250,75.6250,75.6250,75.6250
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาฝรั่งเศส,ความสัมพันธ์ระหว่างประเทศ,2432,66,154,11,10,75.3776,86.7416,75.3776,86.7416
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาจีน,ความสัมพันธ์ระหว่างประเทศ,2432,66,172,1,1,82.0638,82.0638,82.0638,82.0638
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,ความสัมพันธ์ระหว่างประเทศ,2432,66,437,3,3,76.8666,83.3750,76.8666,83.3750
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชารัฐประศาสนศาสตร์ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,รัฐประศาสนศาสตร์,2434,66,897,36,36,63.2860,67.6526,63.0776,67.6526
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010124903201A,คณะรัฐศาสตร์,หลักสูตรรัฐศาสตรบัณฑิต,สาขาวิชาความสัมพันธ์ระหว่างประเทศ เลือกสอบวิชาภาษาไทย,ความสัมพันธ์ระหว่างประเทศ,2432,66,"2,378",41,42,73.3000,80.9916,73.1082,80.9916
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400201A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรการออกแบบอุตสาหกรรมบัณฑิต สาขาวิชาการออกแบบอุตสาหกรรม,,,0,10,152,10,10,54.0500,69.5000,53.1000,69.5000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400301A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรภูมิสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาภูมิสถาปัตยกรรม,,,0,16,192,16,16,52.5500,58.4500,51.8500,58.4500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400401A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมผังเมือง,,,0,18,175,18,18,49.9000,56.7500,49.5500,56.7500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400501A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรม,,,0,10,340,10,10,61.2000,80.2500,61.2000,80.2500
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010125400701A,คณะสถาปัตยกรรมศาสตร์,หลักสูตรสถาปัตยกรรมศาสตรบัณฑิต สาขาวิชาสถาปัตยกรรมภายใน,,,0,5,242,5,5,58.6000,71.2000,58.6000,71.2000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 2),,0,20,"1,420",20,20,70.4664,88.0332,70.4664,88.0332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610501A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบัญชีบัณฑิต,หลักสูตรบัญชีบัณฑิต (รูปแบบที่ 1),,0,240,"3,103",240,241,74.5888,95.3332,74.3552,95.3332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610801A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 2),,0,20,"1,594",20,20,61.3332,78.6776,61.3108,78.6776
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610801A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรบริหารธุรกิจบัณฑิต,หลักสูตรบริหารธุรกิจบัณฑิต (รูปแบบที่ 1),,0,240,"3,634",240,240,70.1776,91.5332,70.0000,91.5332
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต ,การประกันภัย,0,40,697,41,40,56.7552,80.0220,56.1888,80.0220
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต,สถิติและวิทยาการข้อมูล,0,40,808,40,40,59.2000,84.9888,59.1444,84.9888
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010126610901A,คณะพาณิชยศาสตร์และการบัญชี,หลักสูตรสถิติศาสตรบัณฑิต,หลักสูตรสถิติศาสตรบัณฑิต,เทคโนโลยีสารสนเทศเพื่อธุรกิจ,0,40,873,40,40,55.1332,66.8108,54.2664,66.8108
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 1,เทคโนโลยีการศึกษา,2732,5,15,0,0,0.0000,0.0000,0.0000,0.0000
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกเทคโนโลยีการศึกษา เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,เทคโนโลยีการศึกษา,2732,5,128,5,5,67.3833,68.3345,66.7693,67.9153
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,สาขาวิชามัธยมศึกษา (มนุษยศาสตร์และสังคมศาสตร์) วิชาเอกภาษาไทย,มัธยมศึกษา,0,5,130,5,5,77.5554,80.9944,77.5554,80.9944
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกคอมพิวเตอร์การศึกษา,เทคโนโลยีการศึกษา,0,5,141,5,5,59.0375,66.3443,58.6000,66.3443
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาวิทยาศาสตร์ประยุกต์,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2735,7,31,1,1,74.0832,74.0832,74.0832,74.0832
จุฬาลงกรณ์มหาวิทยาลัย,วิทยาเขตหลัก,10010127703701A,คณะครุศาสตร์,หลักสูตรครุศาสตรบัณฑิต,วิชาเอกการศึกษาพิเศษ เลือกสอบวิชาคณิตศาสตร์ประยุกต์ 2,จิตวิทยาการปรึกษา การแนะแนวและการศึกษาพิเศษ,2735,7,41,0,0,0.0000,0.0000,0.0000,0.0000
